Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
536017,85109,ASSORTED COLOUR BIRD,11,2010-01-05 10:23:00,6.63,12629,United Kingdom
536017,85106,PACK OF 72 CAKE CASES,4,2010-01-05 10:23:00,3.9,12629,United Kingdom
536017,85102,REGENCY CAKESTAND,10,2010-01-05 10:23:00,4.35,12629,United Kingdom
536017,85104,LUNCH BAG BLACK,4,2010-01-05 10:23:00,5.6,12629,United Kingdom
536018,85101,JUMBO BAG RED,2,2010-01-05 09:20:00,9.32,12639,United Kingdom
536018,85105,SET OF 6 SPICE TINS,3,2010-01-05 09:20:00,9.18,12639,United Kingdom
536019,85100,WHITE HANGING HEART,2,2010-01-05 11:00:00,6.3,12786,United Kingdom
536020,85108,RECIPE BOX PANTRY,5,2010-01-05 11:35:00,10.31,12588,EIRE
536020,85101,JUMBO BAG RED,3,2010-01-05 11:35:00,9.32,12588,EIRE
536020,85101,JUMBO BAG RED,2,2010-01-05 11:35:00,9.32,12588,EIRE
536021,85103,PARTY BUNTING,4,2010-01-05 11:26:00,11.18,12621,United Kingdom
536021,85102,REGENCY CAKESTAND,11,2010-01-05 11:26:00,4.35,12621,United Kingdom
536021,85101,JUMBO BAG RED,7,2010-01-05 11:26:00,9.32,12621,United Kingdom
536021,85100,WHITE HANGING HEART,3,2010-01-05 11:26:00,6.3,12621,United Kingdom
536022,85103,PARTY BUNTING,2,2010-01-05 10:48:00,11.18,12852,Germany
536023,85106,PACK OF 72 CAKE CASES,6,2010-01-06 10:57:00,3.9,12878,United Kingdom
536023,85103,PARTY BUNTING,4,2010-01-06 10:57:00,11.18,12878,United Kingdom
536023,85100,WHITE HANGING HEART,7,2010-01-06 10:57:00,6.3,12878,United Kingdom
536023,85101,JUMBO BAG RED,15,2010-01-06 10:57:00,9.32,12878,United Kingdom
536024,85104,LUNCH BAG BLACK,5,2010-01-06 08:51:00,5.6,12796,United Kingdom
536024,85109,ASSORTED COLOUR BIRD,6,2010-01-06 08:51:00,6.63,12796,United Kingdom
536024,85107,JAM MAKING SET,3,2010-01-06 08:51:00,3.67,12796,United Kingdom
536025,85105,SET OF 6 SPICE TINS,7,2010-01-06 17:17:00,9.18,12563,United Kingdom
536025,85101,JUMBO BAG RED,1,2010-01-06 17:17:00,9.32,12563,United Kingdom
536026,85105,SET OF 6 SPICE TINS,9,2010-01-06 10:52:00,9.18,12584,United Kingdom
536026,85105,SET OF 6 SPICE TINS,5,2010-01-06 10:52:00,9.18,12584,United Kingdom
536026,85105,SET OF 6 SPICE TINS,9,2010-01-06 10:52:00,9.18,12584,United Kingdom
536026,85101,JUMBO BAG RED,6,2010-01-06 10:52:00,9.32,12584,United Kingdom
536027,85105,SET OF 6 SPICE TINS,8,2010-01-06 16:08:00,9.18,12631,United Kingdom
536027,85101,JUMBO BAG RED,-3,2010-01-06 16:08:00,9.32,12631,United Kingdom
536027,85104,LUNCH BAG BLACK,10,2010-01-06 16:08:00,5.6,12631,United Kingdom
536027,85100,WHITE HANGING HEART,5,2010-01-06 16:08:00,6.3,12631,United Kingdom
536028,85108,RECIPE BOX PANTRY,2,2010-01-06 12:30:00,10.31,12736,United Kingdom
536028,85102,REGENCY CAKESTAND,1,2010-01-06 12:30:00,4.35,12736,United Kingdom
536028,85104,LUNCH BAG BLACK,2,2010-01-06 12:30:00,5.6,12736,United Kingdom
536028,85103,PARTY BUNTING,5,2010-01-06 12:30:00,11.18,12736,United Kingdom
536029,85102,REGENCY CAKESTAND,4,2010-01-06 11:11:00,4.35,12782,United Kingdom
536029,85100,WHITE HANGING HEART,4,2010-01-06 11:11:00,6.3,12782,United Kingdom
536029,85105,SET OF 6 SPICE TINS,5,2010-01-06 11:11:00,9.18,12782,United Kingdom
536029,85109,ASSORTED COLOUR BIRD,4,2010-01-06 11:11:00,6.63,12782,United Kingdom
536030,85104,LUNCH BAG BLACK,2,2010-01-06 11:42:00,5.6,12845,Netherlands
536030,85104,LUNCH BAG BLACK,2,2010-01-06 11:42:00,5.6,12845,Netherlands
536030,85103,PARTY BUNTING,5,2010-01-06 11:42:00,11.18,12845,Netherlands
536031,85101,JUMBO BAG RED,2,2010-01-06 08:08:00,9.32,12628,United Kingdom
536031,85101,JUMBO BAG RED,1,2010-01-06 08:08:00,9.32,12628,United Kingdom
536031,85109,ASSORTED COLOUR BIRD,1,2010-01-06 08:08:00,6.63,12628,United Kingdom
536032,85104,LUNCH BAG BLACK,2,2010-01-06 10:06:00,5.6,12771,United Kingdom
536032,85100,WHITE HANGING HEART,-2,2010-01-06 10:06:00,6.3,12771,United Kingdom
536032,85105,SET OF 6 SPICE TINS,7,2010-01-06 10:06:00,9.18,12771,United Kingdom
536032,85102,REGENCY CAKESTAND,-3,2010-01-06 10:06:00,4.35,12771,United Kingdom
536033,85107,JAM MAKING SET,1,2010-01-07 15:12:00,3.67,12766,United Kingdom
536033,85102,REGENCY CAKESTAND,5,2010-01-07 15:12:00,4.35,12766,United Kingdom
536034,85107,JAM MAKING SET,13,2010-01-07 11:59:00,3.67,12731,Netherlands
536035,85100,WHITE HANGING HEART,4,2010-01-07 09:23:00,6.3,12538,United Kingdom
536035,85102,REGENCY CAKESTAND,1,2010-01-07 09:23:00,4.35,12538,United Kingdom
536035,85109,ASSORTED COLOUR BIRD,1,2010-01-07 09:23:00,6.63,12538,United Kingdom
536036,85108,RECIPE BOX PANTRY,13,2010-01-07 14:32:00,10.31,12829,United Kingdom
536036,85105,SET OF 6 SPICE TINS,6,2010-01-07 14:32:00,9.18,12829,United Kingdom
536036,85100,WHITE HANGING HEART,-1,2010-01-07 14:32:00,6.3,12829,United Kingdom
536037,85108,RECIPE BOX PANTRY,6,2010-01-07 10:14:00,10.31,12554,United Kingdom
536037,85100,WHITE HANGING HEART,13,2010-01-07 10:14:00,6.3,12554,United Kingdom
536038,85100,WHITE HANGING HEART,4,2010-01-07 16:23:00,6.3,12683,United Kingdom
536038,85100,WHITE HANGING HEART,7,2010-01-07 16:23:00,6.3,12683,United Kingdom
536039,85104,LUNCH BAG BLACK,1,2010-01-07 11:50:00,5.6,12728,France
536040,85108,RECIPE BOX PANTRY,6,2010-01-07 16:00:00,10.31,12680,United Kingdom
536040,85101,JUMBO BAG RED,10,2010-01-07 16:00:00,9.32,12680,United Kingdom
536040,85100,WHITE HANGING HEART,11,2010-01-07 16:00:00,6.3,12680,United Kingdom
536040,85105,SET OF 6 SPICE TINS,9,2010-01-07 16:00:00,9.18,12680,United Kingdom
536041,85101,JUMBO BAG RED,10,2010-01-07 15:13:00,9.32,12582,EIRE
536041,85106,PACK OF 72 CAKE CASES,1,2010-01-07 15:13:00,3.9,12582,EIRE
536042,85101,JUMBO BAG RED,-3,2010-01-07 16:17:00,9.32,12770,United Kingdom
536042,85100,WHITE HANGING HEART,3,2010-01-07 16:17:00,6.3,12770,United Kingdom
536043,85102,REGENCY CAKESTAND,1,2010-01-08 14:25:00,4.35,12622,EIRE
536043,85101,JUMBO BAG RED,7,2010-01-08 14:25:00,9.32,12622,EIRE
536044,85100,WHITE HANGING HEART,1,2010-01-08 09:40:00,6.3,12575,United Kingdom
536044,85100,WHITE HANGING HEART,6,2010-01-08 09:40:00,6.3,12575,United Kingdom
536044,85104,LUNCH BAG BLACK,1,2010-01-08 09:40:00,5.6,12575,United Kingdom
536045,85101,JUMBO BAG RED,9,2010-01-08 15:57:00,9.32,12709,Netherlands
536045,85107,JAM MAKING SET,1,2010-01-08 15:57:00,3.67,12709,Netherlands
536045,85104,LUNCH BAG BLACK,4,2010-01-08 15:57:00,5.6,12709,Netherlands
536045,85102,REGENCY CAKESTAND,1,2010-01-08 15:57:00,4.35,12709,Netherlands
536046,85101,JUMBO BAG RED,5,2010-01-08 10:44:00,9.32,12656,Netherlands
536046,85104,LUNCH BAG BLACK,1,2010-01-08 10:44:00,5.6,12656,Netherlands
536046,85102,REGENCY CAKESTAND,8,2010-01-08 10:44:00,4.35,12656,Netherlands
536047,85101,JUMBO BAG RED,11,2010-01-08 15:42:00,9.32,12857,United Kingdom
536047,85110,PAPER CHAIN KIT,6,2010-01-08 15:42:00,5.67,12857,United Kingdom
536047,85102,REGENCY CAKESTAND,4,2010-01-08 15:42:00,4.35,12857,United Kingdom
536048,85106,PACK OF 72 CAKE CASES,5,2010-01-08 12:17:00,3.9,12786,United Kingdom
536048,85100,WHITE HANGING HEART,10,2010-01-08 12:17:00,6.3,12786,United Kingdom
536048,85102,REGENCY CAKESTAND,5,2010-01-08 12:17:00,4.35,12786,United Kingdom
536049,85101,JUMBO BAG RED,11,2010-01-08 10:10:00,9.32,12829,Netherlands
536050,85102,REGENCY CAKESTAND,14,2010-01-08 13:42:00,4.35,12659,Netherlands
536050,85101,JUMBO BAG RED,4,2010-01-08 13:42:00,9.32,12659,Netherlands
536050,85100,WHITE HANGING HEART,7,2010-01-08 13:42:00,6.3,12659,Netherlands
536051,85107,JAM MAKING SET,7,2010-01-08 11:54:00,3.67,12586,EIRE
536052,85100,WHITE HANGING HEART,7,2010-01-08 09:06:00,6.3,12541,United Kingdom
536052,85111,WOODLAND CHARLOTTE BAG,6,2010-01-08 09:06:00,9.31,12541,United Kingdom
536052,85103,PARTY BUNTING,13,2010-01-08 09:06:00,11.18,12541,United Kingdom
536053,85102,REGENCY CAKESTAND,6,2010-01-08 12:46:00,4.35,12602,United Kingdom
536053,85105,SET OF 6 SPICE TINS,5,2010-01-08 12:46:00,9.18,12602,United Kingdom
536053,85105,SET OF 6 SPICE TINS,3,2010-01-08 12:46:00,9.18,12602,United Kingdom
536054,85107,JAM MAKING SET,8,2010-01-08 09:18:00,3.67,12732,United Kingdom
536055,85102,REGENCY CAKESTAND,10,2010-01-08 13:59:00,4.35,12614,France
536055,85104,LUNCH BAG BLACK,1,2010-01-08 13:59:00,5.6,12614,France
536056,85102,REGENCY CAKESTAND,3,2010-01-09 09:44:00,4.35,12513,United Kingdom
536056,85111,WOODLAND CHARLOTTE BAG,2,2010-01-09 09:44:00,9.31,12513,United Kingdom
536057,85104,LUNCH BAG BLACK,8,2010-01-09 13:28:00,5.6,12611,Netherlands
536057,85102,REGENCY CAKESTAND,6,2010-01-09 13:28:00,4.35,12611,Netherlands
536058,85103,PARTY BUNTING,11,2010-01-09 16:23:00,11.18,12764,United Kingdom
536059,85106,PACK OF 72 CAKE CASES,7,2010-01-09 09:11:00,3.9,12701,United Kingdom
536059,85103,PARTY BUNTING,7,2010-01-09 09:11:00,11.18,12701,United Kingdom
536059,85105,SET OF 6 SPICE TINS,1,2010-01-09 09:11:00,9.18,12701,United Kingdom
536060,85102,REGENCY CAKESTAND,7,2010-01-11 15:14:00,4.35,12841,United Kingdom
536061,85101,JUMBO BAG RED,9,2010-01-11 13:38:00,9.32,12696,United Kingdom
536062,85102,REGENCY CAKESTAND,2,2010-01-11 10:19:00,4.35,12872,United Kingdom
536063,85108,RECIPE BOX PANTRY,7,2010-01-11 15:58:00,10.31,12642,United Kingdom
536064,85103,PARTY BUNTING,5,2010-01-11 16:30:00,11.18,12813,United Kingdom
536064,85100,WHITE HANGING HEART,5,2010-01-11 16:30:00,6.3,12813,United Kingdom
536065,85106,PACK OF 72 CAKE CASES,7,2010-01-11 17:55:00,3.9,12860,United Kingdom
536065,85106,PACK OF 72 CAKE CASES,1,2010-01-11 17:55:00,3.9,12860,United Kingdom
536065,85100,WHITE HANGING HEART,9,2010-01-11 17:55:00,6.3,12860,United Kingdom
536066,85100,WHITE HANGING HEART,9,2010-01-11 09:21:00,6.3,12536,United Kingdom
536067,85106,PACK OF 72 CAKE CASES,1,2010-01-11 09:42:00,3.9,12899,EIRE
536068,85102,REGENCY CAKESTAND,3,2010-01-11 08:57:00,4.35,12892,France
536068,85102,REGENCY CAKESTAND,3,2010-01-11 08:57:00,4.35,12892,France
536068,85102,REGENCY CAKESTAND,5,2010-01-11 08:57:00,4.35,12892,France
536068,85103,PARTY BUNTING,6,2010-01-11 08:57:00,11.18,12892,France
536069,85101,JUMBO BAG RED,-3,2010-01-11 08:55:00,9.32,12652,United Kingdom
536069,85103,PARTY BUNTING,6,2010-01-11 08:55:00,11.18,12652,United Kingdom
536069,85109,ASSORTED COLOUR BIRD,4,2010-01-11 08:55:00,6.63,12652,United Kingdom
536069,85101,JUMBO BAG RED,7,2010-01-11 08:55:00,9.32,12652,United Kingdom
536070,85101,JUMBO BAG RED,8,2010-01-12 17:25:00,9.32,12768,United Kingdom
536070,85100,WHITE HANGING HEART,10,2010-01-12 17:25:00,6.3,12768,United Kingdom
536070,85105,SET OF 6 SPICE TINS,-2,2010-01-12 17:25:00,9.18,12768,United Kingdom
536071,85107,JAM MAKING SET,3,2010-01-12 08:43:00,3.67,12807,Netherlands
536072,85100,WHITE HANGING HEART,7,2010-01-12 12:03:00,6.3,12748,United Kingdom
536072,85103,PARTY BUNTING,2,2010-01-12 12:03:00,11.18,12748,United Kingdom
536072,85111,WOODLAND CHARLOTTE BAG,6,2010-01-12 12:03:00,9.31,12748,United Kingdom
536072,85100,WHITE HANGING HEART,15,2010-01-12 12:03:00,6.3,12748,United Kingdom
536073,85110,PAPER CHAIN KIT,8,2010-01-12 13:45:00,5.67,12663,United Kingdom
536073,85101,JUMBO BAG RED,9,2010-01-12 13:45:00,9.32,12663,United Kingdom
536073,85108,RECIPE BOX PANTRY,1,2010-01-12 13:45:00,10.31,12663,United Kingdom
536074,85105,SET OF 6 SPICE TINS,2,2010-01-12 09:51:00,9.18,12659,United Kingdom
536074,85101,JUMBO BAG RED,6,2010-01-12 09:51:00,9.32,12659,United Kingdom
536074,85100,WHITE HANGING HEART,1,2010-01-12 09:51:00,6.3,12659,United Kingdom
536075,85100,WHITE HANGING HEART,7,2010-01-12 09:05:00,6.3,12608,United Kingdom
536076,85100,WHITE HANGING HEART,9,2010-01-12 16:51:00,6.3,12836,United Kingdom
536076,85100,WHITE HANGING HEART,1,2010-01-12 16:51:00,6.3,12836,United Kingdom
536077,85110,PAPER CHAIN KIT,4,2010-01-12 11:37:00,5.67,12794,United Kingdom
536077,85108,RECIPE BOX PANTRY,12,2010-01-12 11:37:00,10.31,12794,United Kingdom
536077,85103,PARTY BUNTING,1,2010-01-12 11:37:00,11.18,12794,United Kingdom
536078,85106,PACK OF 72 CAKE CASES,7,2010-01-13 09:28:00,3.9,12711,EIRE
536079,85104,LUNCH BAG BLACK,9,2010-01-13 08:10:00,5.6,12556,United Kingdom
536079,85101,JUMBO BAG RED,13,2010-01-13 08:10:00,9.32,12556,United Kingdom
536080,85102,REGENCY CAKESTAND,7,2010-01-13 08:54:00,4.35,12880,United Kingdom
536081,85104,LUNCH BAG BLACK,6,2010-01-13 11:31:00,5.6,12633,United Kingdom
536081,85106,PACK OF 72 CAKE CASES,4,2010-01-13 11:31:00,3.9,12633,United Kingdom
536081,85110,PAPER CHAIN KIT,4,2010-01-13 11:31:00,5.67,12633,United Kingdom
536081,85111,WOODLAND CHARLOTTE BAG,1,2010-01-13 11:31:00,9.31,12633,United Kingdom
536082,85101,JUMBO BAG RED,7,2010-01-13 16:48:00,9.32,12815,Netherlands
536082,85103,PARTY BUNTING,9,2010-01-13 16:48:00,11.18,12815,Netherlands
536082,85110,PAPER CHAIN KIT,6,2010-01-13 16:48:00,5.67,12815,Netherlands
536083,85103,PARTY BUNTING,3,2010-01-13 08:40:00,11.18,12658,United Kingdom
536083,85100,WHITE HANGING HEART,3,2010-01-13 08:40:00,6.3,12658,United Kingdom
536083,85101,JUMBO BAG RED,7,2010-01-13 08:40:00,9.32,12658,United Kingdom
536083,85103,PARTY BUNTING,2,2010-01-13 08:40:00,11.18,12658,United Kingdom
536084,85111,WOODLAND CHARLOTTE BAG,1,2010-01-13 10:51:00,9.31,12729,United Kingdom
536084,85106,PACK OF 72 CAKE CASES,8,2010-01-13 10:51:00,3.9,12729,United Kingdom
536084,85107,JAM MAKING SET,5,2010-01-13 10:51:00,3.67,12729,United Kingdom
536085,85107,JAM MAKING SET,1,2010-01-13 11:42:00,3.67,12841,United Kingdom
536085,85101,JUMBO BAG RED,5,2010-01-13 11:42:00,9.32,12841,United Kingdom
536086,85100,WHITE HANGING HEART,3,2010-01-13 13:54:00,6.3,12822,United Kingdom
536086,85100,WHITE HANGING HEART,6,2010-01-13 13:54:00,6.3,12822,United Kingdom
536086,85102,REGENCY CAKESTAND,6,2010-01-13 13:54:00,4.35,12822,United Kingdom
536087,85102,REGENCY CAKESTAND,10,2010-01-13 16:44:00,4.35,12730,United Kingdom
536087,85105,SET OF 6 SPICE TINS,12,2010-01-13 16:44:00,9.18,12730,United Kingdom
536087,85103,PARTY BUNTING,4,2010-01-13 16:44:00,11.18,12730,United Kingdom
536087,85101,JUMBO BAG RED,10,2010-01-13 16:44:00,9.32,12730,United Kingdom
536088,85108,RECIPE BOX PANTRY,2,2010-01-14 11:45:00,10.31,12685,EIRE
536088,85100,WHITE HANGING HEART,1,2010-01-14 11:45:00,6.3,12685,EIRE
536089,85100,WHITE HANGING HEART,4,2010-01-14 15:53:00,6.3,12827,United Kingdom
536089,85103,PARTY BUNTING,7,2010-01-14 15:53:00,11.18,12827,United Kingdom
536089,85103,PARTY BUNTING,4,2010-01-14 15:53:00,11.18,12827,United Kingdom
536089,85101,JUMBO BAG RED,5,2010-01-14 15:53:00,9.32,12827,United Kingdom
536090,85100,WHITE HANGING HEART,1,2010-01-14 11:08:00,6.3,12839,United Kingdom
536091,85109,ASSORTED COLOUR BIRD,8,2010-01-14 08:06:00,6.63,12900,United Kingdom
536091,85104,LUNCH BAG BLACK,3,2010-01-14 08:06:00,5.6,12900,United Kingdom
536091,85104,LUNCH BAG BLACK,1,2010-01-14 08:06:00,5.6,12900,United Kingdom
536092,85101,JUMBO BAG RED,7,2010-01-14 09:44:00,9.32,12541,France
536093,85106,PACK OF 72 CAKE CASES,6,2010-01-14 16:06:00,3.9,12744,United Kingdom
536093,85100,WHITE HANGING HEART,9,2010-01-14 16:06:00,6.3,12744,United Kingdom
536093,85104,LUNCH BAG BLACK,7,2010-01-14 16:06:00,5.6,12744,United Kingdom
536094,85103,PARTY BUNTING,2,2010-01-14 17:16:00,11.18,12809,Netherlands
536095,85105,SET OF 6 SPICE TINS,12,2010-01-15 15:04:00,9.18,12760,United Kingdom
536095,85104,LUNCH BAG BLACK,11,2010-01-15 15:04:00,5.6,12760,United Kingdom
536095,85102,REGENCY CAKESTAND,4,2010-01-15 15:04:00,4.35,12760,United Kingdom
536095,85101,JUMBO BAG RED,3,2010-01-15 15:04:00,9.32,12760,United Kingdom
536096,85101,JUMBO BAG RED,7,2010-01-15 08:59:00,9.32,12721,France
536096,85108,RECIPE BOX PANTRY,1,2010-01-15 08:59:00,10.31,12721,France
536097,85102,REGENCY CAKESTAND,1,2010-01-15 10:27:00,4.35,12853,Netherlands
536097,85106,PACK OF 72 CAKE CASES,2,2010-01-15 10:27:00,3.9,12853,Netherlands
536097,85100,WHITE HANGING HEART,5,2010-01-15 10:27:00,6.3,12853,Netherlands
536097,85100,WHITE HANGING HEART,5,2010-01-15 10:27:00,6.3,12853,Netherlands
536098,85107,JAM MAKING SET,1,2010-01-15 08:45:00,3.67,12864,United Kingdom
536099,85103,PARTY BUNTING,3,2010-01-15 15:09:00,11.18,12637,United Kingdom
536099,85102,REGENCY CAKESTAND,-3,2010-01-15 15:09:00,4.35,12637,United Kingdom
536100,85108,RECIPE BOX PANTRY,12,2010-01-15 09:43:00,10.31,12574,France
536100,85100,WHITE HANGING HEART,8,2010-01-15 09:43:00,6.3,12574,France
536101,85100,WHITE HANGING HEART,1,2010-01-15 15:20:00,6.3,12549,EIRE
536101,85102,REGENCY CAKESTAND,12,2010-01-15 15:20:00,4.35,12549,EIRE
536101,85103,PARTY BUNTING,2,2010-01-15 15:20:00,11.18,12549,EIRE
536102,85103,PARTY BUNTING,4,2010-01-15 08:04:00,11.18,12825,France
536103,85105,SET OF 6 SPICE TINS,7,2010-01-15 14:53:00,9.18,12736,United Kingdom
536103,85108,RECIPE BOX PANTRY,7,2010-01-15 14:53:00,10.31,12736,United Kingdom
536103,85100,WHITE HANGING HEART,1,2010-01-15 14:53:00,6.3,12736,United Kingdom
536104,85101,JUMBO BAG RED,10,2010-01-15 13:34:00,9.32,12660,United Kingdom
536104,85100,WHITE HANGING HEART,-2,2010-01-15 13:34:00,6.3,12660,United Kingdom
536105,85101,JUMBO BAG RED,2,2010-01-15 12:02:00,9.32,12619,United Kingdom
536105,85100,WHITE HANGING HEART,3,2010-01-15 12:02:00,6.3,12619,United Kingdom
536105,85100,WHITE HANGING HEART,5,2010-01-15 12:02:00,6.3,12619,United Kingdom
536105,85100,WHITE HANGING HEART,10,2010-01-15 12:02:00,6.3,12619,United Kingdom
536106,85103,PARTY BUNTING,5,2010-01-16 17:18:00,11.18,12879,France
536107,85103,PARTY BUNTING,1,2010-01-16 13:32:00,11.18,12637,United Kingdom
536108,85104,LUNCH BAG BLACK,3,2010-01-16 15:07:00,5.6,12723,France
536108,85107,JAM MAKING SET,7,2010-01-16 15:07:00,3.67,12723,France
536108,85104,LUNCH BAG BLACK,2,2010-01-16 15:07:00,5.6,12723,France
536108,85110,PAPER CHAIN KIT,8,2010-01-16 15:07:00,5.67,12723,France
536109,85100,WHITE HANGING HEART,2,2010-01-16 17:06:00,6.3,12865,United Kingdom
536109,85103,PARTY BUNTING,5,2010-01-16 17:06:00,11.18,12865,United Kingdom
536110,85102,REGENCY CAKESTAND,1,2010-01-16 08:59:00,4.35,12573,United Kingdom
536110,85107,JAM MAKING SET,3,2010-01-16 08:59:00,3.67,12573,United Kingdom
536111,85105,SET OF 6 SPICE TINS,-2,2010-01-16 11:09:00,9.18,12780,United Kingdom
536112,85103,PARTY BUNTING,1,2010-01-18 12:05:00,11.18,12696,Netherlands
536112,85102,REGENCY CAKESTAND,3,2010-01-18 12:05:00,4.35,12696,Netherlands
536112,85107,JAM MAKING SET,5,2010-01-18 12:05:00,3.67,12696,Netherlands
536112,85101,JUMBO BAG RED,2,2010-01-18 12:05:00,9.32,12696,Netherlands
536113,85110,PAPER CHAIN KIT,7,2010-01-18 11:35:00,5.67,12515,EIRE
536114,85107,JAM MAKING SET,5,2010-01-18 09:34:00,3.67,12868,France
536114,85100,WHITE HANGING HEART,5,2010-01-18 09:34:00,6.3,12868,France
536115,85107,JAM MAKING SET,10,2010-01-18 17:00:00,3.67,12683,United Kingdom
536116,85105,SET OF 6 SPICE TINS,6,2010-01-18 17:35:00,9.18,12711,United Kingdom
536117,85101,JUMBO BAG RED,1,2010-01-18 09:08:00,9.32,12529,United Kingdom
536117,85104,LUNCH BAG BLACK,10,2010-01-18 09:08:00,5.6,12529,United Kingdom
536117,85105,SET OF 6 SPICE TINS,1,2010-01-18 09:08:00,9.18,12529,United Kingdom
536117,85100,WHITE HANGING HEART,5,2010-01-18 09:08:00,6.3,12529,United Kingdom
536118,85102,REGENCY CAKESTAND,5,2010-01-18 12:48:00,4.35,12591,United Kingdom
536119,85102,REGENCY CAKESTAND,8,2010-01-18 17:13:00,4.35,12645,United Kingdom
536119,85100,WHITE HANGING HEART,10,2010-01-18 17:13:00,6.3,12645,United Kingdom
536119,85106,PACK OF 72 CAKE CASES,1,2010-01-18 17:13:00,3.9,12645,United Kingdom
536119,85101,JUMBO BAG RED,2,2010-01-18 17:13:00,9.32,12645,United Kingdom
536120,85100,WHITE HANGING HEART,3,2010-01-18 09:08:00,6.3,12715,France
536121,85101,JUMBO BAG RED,8,2010-01-18 08:43:00,9.32,12844,United Kingdom
536121,85102,REGENCY CAKESTAND,17,2010-01-18 08:43:00,4.35,12844,United Kingdom
536121,85100,WHITE HANGING HEART,9,2010-01-18 08:43:00,6.3,12844,United Kingdom
536122,85104,LUNCH BAG BLACK,10,2010-01-19 11:12:00,5.6,12856,United Kingdom
536122,85104,LUNCH BAG BLACK,8,2010-01-19 11:12:00,5.6,12856,United Kingdom
536123,85102,REGENCY CAKESTAND,9,2010-01-19 08:43:00,4.35,12640,United Kingdom
536123,85101,JUMBO BAG RED,7,2010-01-19 08:43:00,9.32,12640,United Kingdom
536123,85101,JUMBO BAG RED,2,2010-01-19 08:43:00,9.32,12640,United Kingdom
536124,85100,WHITE HANGING HEART,4,2010-01-19 11:59:00,6.3,12560,United Kingdom
